"","gene_id","seqnames","start_3ire","end_3ire","transcript_id_3ire","gene_name","quality_3ire","start_5ire","end_5ire","transcript_id_5ire","quality_5ire"
"219","ENSG00000266714","chr17",75610931,75610959,"ENST00000584516","MYO15B","Low",75610931,75610956,"ENST00000642007","Low"
"220","ENSG00000168675","chr18",13650292,13650323,"ENST00000399848","LDLRAD4","Low",13491384,13491416,"ENST00000593236","Medium"
"221","ENSG00000141447","chr18",24358035,24358066,"ENST00000399441","OSBPL1A","Low",24271998,24272029,"ENST00000399443","Medium"
"222","ENSG00000141627","chr18",49379685,49379716,"ENST00000579058","DYM","Low",49379685,49379716,"ENST00000418472","Low"
"223","ENSG00000196628","chr18",55228983,55229014,"ENST00000637923","TCF4","Medium",55589707,55589738,"ENST00000636400","Low"
"224","ENSG00000134444","chr18",62307347,62307378,"ENST00000644646","RELCH","Low",62187277,62187308,"ENST00000644646","Medium"
"225","ENSG00000101255","chr20",397119,397150,"ENST00000217233","TRIB3","Medium",385511,385543,"ENST00000615226","Low"
"226","ENSG00000125875","chr20",438400,438432,"ENST00000354200","TBC1D20","Medium",462452,462483,"ENST00000461304","Low"
"227","ENSG00000125885","chr20",5994432,5994463,"ENST00000610722","MCM8","High",5950911,5950942,"ENST00000610722","Low"
"228","ENSG00000171552","chr20",31665433,31665465,"ENST00000376062","BCL2L1","Low",31722254,31722285,"ENST00000376062","Low"
"229","ENSG00000101445","chr20",38919660,38919691,"ENST00000299824","PPP1R16B","Low",38835888,38835919,"ENST00000299824","Medium"
"230","ENSG00000101076","chr20",44430546,44430577,"ENST00000619550","HNF4A","High",44390535,44390567,"ENST00000619550","Low"
"231","ENSG00000204070","chr20",45375617,45375649,"ENST00000426004","SYS1","Low",45361955,45361986,"ENST00000372727","Low"
"232","ENSG00000124092","chr20",57498170,57498201,"ENST00000608263","CTCFL","Low",57524815,57524846,"ENST00000608263","Low"
"233","ENSG00000124209","chr20",58363811,58363842,"ENST00000244040","RAB22A","Low",58309884,58309915,"ENST00000244040","Low"
"234","ENSG00000198768","chr20",58459761,58459792,"ENST00000371149","APCDD1L","Low",58514970,58515002,"ENST00000425773","Low"
"235","ENSG00000185988","chr19",1535122,1535153,"ENST00000642079","PLK5","Low",1524113,1524144,"ENST00000454744","High"
"236","ENSG00000071564","chr19",1609998,1610030,"ENST00000262965","TCF3","Medium",1650545,1650576,"ENST00000588136","Low"
"237","ENSG00000205922","chr19",1780901,1780932,"ENST00000382349","ONECUT3","Low",1753634,1753662,"ENST00000382349","High"
"238","ENSG00000104833","chr19",6495917,6495949,"ENST00000595324","TUBB4A","High",6501690,6501721,"ENST00000596291","Low"
"239","ENSG00000171466","chr19",9648964,9648995,"ENST00000293648","ZNF562","Medium",9674846,9674877,"ENST00000585350","Low"
"240","ENSG00000127616","chr19",11033780,11033811,"ENST00000646593","SMARCA4","Medium",10983682,10983711,"ENST00000589677","High"
"241","ENSG00000004776","chr19",35755595,35755626,"ENST00000587965","HSPB6","Low",35757958,35757989,"ENST00000592984","High"
"242","ENSG00000171817","chr19",37611751,37611782,"ENST00000586792","ZNF540","Medium",37595274,37595306,"ENST00000343599","Low"
"243","ENSG00000104946","chr19",49882320,49882351,"ENST00000594996","TBC1D17","Medium",49882320,49882351,"ENST00000622860","Medium"
"244","ENSG00000105053","chr19",49981750,49981782,"ENST00000601912","VRK3","Medium",50025352,50025383,"ENST00000316763","Low"
"245","ENSG00000088038","chr19",54154791,54154822,"ENST00000617930","CNOT3","High",54144264,54144294,"ENST00000646002","Low"
"246","ENSG00000167615","chr19",54459793,54459824,"ENST00000376514","LENG8","Medium",54449643,54449674,"ENST00000443957","Low"
"247","ENSG00000121417","chr19",57641142,57641173,"ENST00000540556","ZNF211","High",57633300,57633331,"ENST00000541801","Low"
"248","ENSG00000176293","chr19",58069336,58069367,"ENST00000359978","ZNF135","Low",58059252,58059284,"ENST00000313434","Medium"
"249","ENSG00000198131","chr19",58261235,58261267,"ENST00000599227","ZNF544","Medium",58229211,58229242,"ENST00000596825","Low"
"250","ENSG00000083812","chr19",58473771,58473802,"ENST00000536459","ZNF324","Low",58467701,58467732,"ENST00000536459","Low"
"251","ENSG00000083838","chr19",58480927,58480958,"ENST00000596341","ZNF446","Low",58475573,58475604,"ENST00000596341","Low"
"252","ENSG00000183307","chr22",17119261,17119292,"ENST00000399875","TMEM121B","Low",17121214,17121245,"ENST00000331437","Low"
"253","ENSG00000184470","chr22",19876455,19876486,"ENST00000400519","TXNRD2","Low",19881058,19881089,"ENST00000462843","Low"
"254","ENSG00000100036","chr22",30647776,30647807,"ENST00000343605","SLC35E4","Medium",30635740,30635771,"ENST00000343605","High"
"255","ENSG00000100354","chr22",40325636,40325667,"ENST00000301923","TNRC6B","High",40045551,40045582,"ENST00000402203","Medium"
"256","ENSG00000100364","chr22",45197139,45197170,"ENST00000336156","KIAA0930","Medium",45236185,45236216,"ENST00000414854","Low"
"257","ENSG00000159131","chr21",33524735,33524764,"ENST00000361093","GART","Medium",33542753,33542784,"ENST00000381831","High"
"258","ENSG00000157540","chr21",37521203,37521235,"ENST00000646548","DYRK1A","Low",37367544,37367575,"ENST00000647504","Low"
"259","ENSG00000157551","chr21",38306995,38307026,"ENST00000328656","KCNJ15","Medium",38257046,38257074,"ENST00000549158","Low"
"260","ENSG00000160233","chr21",44459852,44459883,"ENST00000291592","LRRC3","Low",44455591,44455622,"ENST00000291592","Medium"
